4.328957099999999627e+03 -5.100338012174743252e-13
4.329885399999999208e+03 -4.412178630265606305e-13
4.330813699999998789e+03 -5.102781803871525579e-13
4.331741999999998370e+03 -5.802741100124908513e-13
4.332670299999997951e+03 -5.265855568432897815e-13
4.333598599999997532e+03 -3.480045299240203116e-13
4.334526899999997113e+03 -2.833230069824999031e-13
4.335455199999996694e+03 -3.123534417226458970e-13
4.336383499999996275e+03 -1.765195926711413121e-13
4.337311799999995856e+03 -2.574209359671071617e-15
4.338240099999995437e+03 4.105091917436243243e-13
4.339168399999995017e+03 1.866412189729937943e-12
4.340096699999994598e+03 3.835005663727075742e-12
4.341024999999994179e+03 4.292614007306294610e-12
4.341953299999993760e+03 3.177536142193182478e-12
4.342881599999993341e+03 1.037845590717845212e-12
4.343809899999992922e+03 -5.869499222592444720e-14
4.344738199999992503e+03 -4.882450238379021368e-13
4.345666499999992084e+03 -5.233076342051057317e-13
4.346594799999991665e+03 -4.769661228476440584e-13
4.347523099999991246e+03 -6.148358731861147675e-13
4.348451399999990826e+03 -5.870993795287215988e-13
4.349379699999990407e+03 -4.146172879852805249e-13
4.350307999999989988e+03 -5.479625000276433511e-13
4.351236299999989569e+03 -6.289862294200920800e-13
4.352164599999989150e+03 -4.729668262939967782e-13
4.353092899999988731e+03 -4.987042137756525495e-13
4.354021199999988312e+03 -5.096659856304586178e-13
4.354949499999987893e+03 -4.519881918827600709e-13
4.355877799999987474e+03 -4.637085528925999345e-13
4.356806099999987055e+03 -4.669836566051355220e-13
4.357734399999986636e+03 -1.551173333660602061e-13
4.358662699999986216e+03 8.431557725228563949e-14
4.359590999999985797e+03 -6.479834233747393257e-15
4.360519299999985378e+03 -8.768678871114848894e-14
4.361447599999984959e+03 5.863635721718371552e-14
4.362375899999984540e+03 4.795910847274487132e-13
4.363304199999984121e+03 9.664547807874956931e-13
4.364232499999983702e+03 1.071640389274652883e-12
4.365160799999983283e+03 6.770348713082408043e-13
4.366089099999982864e+03 -5.013233955026251409e-15
4.367017399999982445e+03 -3.376296638102349590e-13
4.367945699999982025e+03 -4.178652595384496626e-13
4.368873999999981606e+03 -5.595187399336232215e-13
4.369802299999981187e+03 -5.173086351645261871e-13
4.370730599999980768e+03 -4.151939480157712525e-13
4.371658899999980349e+03 -5.032711985868132398e-13
4.372587199999979930e+03 -5.713320983848080292e-13
4.373515499999979511e+03 -4.688248487344504056e-13
4.374443799999979092e+03 -4.447455045301224041e-13
4.375372099999978673e+03 -5.207914178032013730e-13
4.376300399999978254e+03 -4.737624680582752656e-13
4.377228699999977835e+03 -3.978089288102920618e-13
4.378156999999977415e+03 -4.876803713464716861e-13
4.379085299999976996e+03 -5.279835271244925909e-13
4.380013599999976577e+03 -4.885336384562177781e-13
4.380941899999976158e+03 -4.885547803985812454e-13
4.381870199999975739e+03 -5.320303117332947362e-13
4.382798499999975320e+03 -5.465933153141200318e-13
4.383726799999974901e+03 -4.835167097434756034e-13
4.384655099999974482e+03 -4.603829253588265225e-13
4.385583399999974063e+03 -4.720991392953566290e-13
4.386511699999973644e+03 -6.250612549253686812e-13
4.387439999999973224e+03 -5.655292857273397367e-13
4.388368299999972805e+03 -4.835810029323039938e-13
4.389296599999972386e+03 -5.064335994835189592e-13
4.390224899999971967e+03 -4.834167463031724399e-13
4.391153199999971548e+03 -4.860920151637804221e-13
4.392081499999971129e+03 -4.959460034488494262e-13
4.393009799999970710e+03 -4.909150343179735643e-13
4.393938099999970291e+03 -5.573169963718482833e-13
4.394866399999969872e+03 -4.694800321072833960e-13
4.395794699999969453e+03 -4.094888761841525282e-13
4.396722999999969034e+03 -4.806872673339401825e-13
4.397651299999968614e+03 -4.396502964205267761e-13
4.398579599999968195e+03 -5.174121764719985528e-13
4.399507899999967776e+03 -6.522330960913313991e-13
4.400436199999967357e+03 -5.047920631842672812e-13
4.401364499999966938e+03 -4.208059139858277842e-13
4.402292799999966519e+03 -5.396771896558349990e-13
4.403221099999966100e+03 -5.181189678682418531e-13
4.404149399999965681e+03 -3.974611438584130241e-13
4.405077699999965262e+03 -5.524540785777076746e-13
4.406005999999964843e+03 -5.040525830925235429e-13
4.406934299999964423e+03 -3.992949634129550063e-13
4.407862599999964004e+03 -3.842365607544667716e-13
4.408790899999963585e+03 -4.713534792512297233e-13
4.409719199999963166e+03 -5.145227776823246835e-13
4.410647499999962747e+03 -4.449258615615153678e-13
4.411575799999962328e+03 -5.003728009191077408e-13
4.412504099999961909e+03 -4.999113644744979101e-13
4.413432399999961490e+03 -4.716368354890088099e-13
4.414360699999961071e+03 -4.878203960570481890e-13
4.415288999999960652e+03 -5.524578190752027496e-13
4.416217299999960233e+03 -4.515736742871645504e-13
